time_s,roll_deg,pitch_deg,yaw_deg,ref_pitch_deg,ref_yaw_deg,M1,M2,error_pitch_deg,error_yaw_deg
8.618,-0.296,14.746,2.769,25.0,0.05,1691.74,2148.17,0.577,0.423,10.25,-2.72
8.698,-0.302,14.851,2.768,25.0,0.05,1746.5,2122.52,0.563,0.437,10.15,-2.72
8.777,-0.372,14.339,2.767,25.0,0.05,1536.62,2219.19,0.616,0.384,10.66,-2.72
8.856,-0.68,13.456,2.767,25.0,0.05,1394.29,2282.41,0.651,0.349,11.54,-2.72
8.935,0.085,12.583,2.766,25.0,0.05,1374.56,2291.04,0.656,0.344,12.42,-2.72
9.015,-0.803,12.697,3.339,25.0,0.06,1689.41,2149.25,0.578,0.422,12.3,-3.28
9.094,-2.835,11.949,3.556,25.0,0.06,1396.41,2281.49,0.651,0.349,13.05,-3.49
9.175,-2.836,12.596,3.637,25.0,0.06,1801.07,2072.44,0.537,0.463,12.4,-3.57
9.255,-3.599,13.681,3.667,25.0,0.06,2011.06,1976.9,0.494,0.506,11.32,-3.6
9.335,-3.58,12.624,3.675,25.0,0.06,1610.96,2314.95,0.67,0.33,12.38,-3.61
9.415,-2.612,12.574,3.677,25.0,0.06,1634.52,2174.63,0.591,0.409,12.43,-3.61
9.496,-2.442,13.216,3.676,25.0,0.06,1867.64,2064.67,0.533,0.467,11.78,-3.61
9.576,-1.665,13.529,3.673,25.0,0.06,1774.33,2109.37,0.556,0.444,11.47,-3.61
9.656,-1.627,14.164,3.671,25.0,0.06,1892.92,2052.39,0.527,0.473,10.84,-3.61
9.737,-0.744,13.961,3.669,25.0,0.06,1624.92,2179.05,0.594,0.406,11.04,-3.61
9.817,-0.682,13.469,3.666,25.0,0.06,1521.83,2225.85,0.619,0.381,11.53,-3.6
9.898,-0.963,13.084,3.666,25.0,0.06,1544.25,2215.75,0.614,0.386,11.92,-3.6
9.979,-1.038,12.616,3.664,25.0,0.06,1506.02,2232.93,0.623,0.377,12.38,-3.6
10.06,-0.488,12.457,3.661,25.0,0.06,1597.79,2191.46,0.6,0.4,12.54,-3.6
10.142,-1.191,12.382,3.66,25.0,0.06,1621.82,2180.47,0.594,0.406,12.62,-3.6
10.224,-1.396,12.177,3.66,25.0,0.06,1576.4,2201.19,0.606,0.394,12.82,-3.6
10.305,-1.555,11.655,3.659,25.0,0.06,1463.76,2251.78,0.634,0.366,13.34,-3.6
10.387,-1.582,11.501,3.658,25.0,0.06,1573.6,2202.47,0.607,0.393,13.5,-3.59
10.468,-1.498,11.759,3.656,25.0,0.06,1707.62,2140.76,0.573,0.427,13.24,-3.59
10.55,-1.701,11.823,3.654,25.0,0.06,1649.3,2167.83,0.588,0.412,13.18,-3.59
10.632,-2.534,11.491,3.654,25.0,0.06,1518.57,2227.31,0.62,0.38,13.51,-3.59
10.714,-3.131,10.934,3.653,25.0,0.06,1433.28,2265.27,0.642,0.358,14.07,-3.59
10.795,-2.369,11.549,3.653,25.0,0.06,1811.42,2091.72,0.547,0.453,13.45,-3.59
10.878,-2.892,10.949,3.652,25.0,0.06,1422.42,2270.06,0.644,0.356,14.05,-3.59
10.961,-2.598,12.038,3.652,25.0,0.06,1838.16,2017.1,0.509,0.491,12.96,-3.59
11.036,-2.155,12.349,3.651,25.0,0.06,1747.15,2122.22,0.563,0.437,12.65,-3.59
11.119,-1.496,12.535,3.649,25.0,0.06,1705.61,2141.7,0.574,0.426,12.46,-3.59
11.202,-2.339,12.942,3.649,25.0,0.06,1783.79,2104.88,0.554,0.446,12.06,-3.59
11.285,-1.885,13.345,3.65,25.0,0.06,1793.27,2100.38,0.552,0.448,11.66,-3.59
11.368,-2.339,14.489,3.649,25.0,0.06,2024.44,1949.91,0.488,0.512,10.51,-3.59
11.452,-2.292,14.631,3.649,25.0,0.06,1749.36,2121.18,0.563,0.437,10.37,-3.59
11.535,-2.992,15.569,3.648,25.0,0.06,2008.01,1983.05,0.496,0.504,9.43,-3.58
11.619,-3.154,15.701,3.649,25.0,0.06,1776.58,2108.31,0.556,0.444,9.3,-3.59
11.702,-3.478,16.232,3.648,25.0,0.06,1911.34,2043.4,0.522,0.478,8.77,-3.58
11.786,-2.418,16.228,3.648,25.0,0.06,1750.26,2120.75,0.562,0.438,8.77,-3.58
11.87,-2.923,15.369,3.646,25.0,0.06,1471.05,2248.54,0.632,0.368,9.63,-3.58
11.954,-2.642,15.456,3.645,25.0,0.06,1756.08,2118.01,0.561,0.439,9.54,-3.58
12.038,-2.501,15.397,3.646,25.0,0.06,1710.71,2139.32,0.572,0.428,9.6,-3.58
12.122,-2.129,14.408,3.645,25.0,0.06,1405.06,2277.69,0.649,0.351,10.59,-3.58
12.206,-1.711,13.929,4.22,25.0,0.07,1544.89,2215.46,0.614,0.386,11.07,-4.15
12.29,-2.977,13.566,4.437,25.0,0.08,1569.14,2204.49,0.608,0.392,11.43,-4.36
12.375,-2.15,13.225,4.519,25.0,0.08,1566.83,2205.54,0.608,0.392,11.77,-4.44
12.459,-2.003,13.275,4.548,25.0,0.08,1684.36,2151.6,0.579,0.421,11.72,-4.47
12.544,-2.049,13.317,4.556,25.0,0.08,1682.78,2152.33,0.579,0.421,11.68,-4.48
12.629,-2.316,14.113,4.559,25.0,0.08,1928.63,2034.92,0.518,0.482,10.89,-4.48
12.714,-1.877,13.46,4.559,25.0,0.08,1503.48,2243.77,0.63,0.37,11.54,-4.48
12.799,-2.127,12.578,4.557,25.0,0.08,1389.55,2284.49,0.653,0.347,12.42,-4.48
12.884,-1.467,12.846,4.555,25.0,0.08,1736.83,2127.08,0.566,0.434,12.15,-4.48
12.969,-0.875,12.81,4.552,25.0,0.08,1646.03,2169.34,0.588,0.412,12.19,-4.47
13.054,-1.849,12.416,4.551,25.0,0.08,1529.72,2222.3,0.618,0.382,12.58,-4.47
13.14,-1.73,12.304,4.549,25.0,0.08,1610.04,2185.86,0.597,0.403,12.7,-4.47
13.225,-1.618,11.813,4.546,25.0,0.08,1484.82,2242.41,0.629,0.371,13.19,-4.47
13.311,-1.799,12.907,4.545,25.0,0.08,1912.7,2009.19,0.505,0.495,12.09,-4.47
13.399,-2.425,13.344,4.545,25.0,0.08,1796.69,2098.75,0.551,0.449,11.66,-4.47
13.484,-1.846,12.987,4.543,25.0,0.08,1557.0,2209.99,0.611,0.389,12.01,-4.46
13.57,-1.52,13.362,4.541,25.0,0.08,1781.59,2105.93,0.555,0.445,11.64,-4.46
13.656,-1.763,14.139,4.542,25.0,0.08,1920.29,2039.01,0.52,0.48,10.86,-4.46
13.743,-0.823,14.204,4.541,25.0,0.08,1714.01,2137.78,0.571,0.429,10.8,-4.46
13.829,-1.545,13.889,4.539,25.0,0.08,1594.65,2192.89,0.601,0.399,11.11,-4.46
13.915,-1.458,14.249,4.539,25.0,0.08,1801.16,2096.62,0.55,0.45,10.75,-4.46
14.002,-1.396,14.741,4.538,25.0,0.08,1852.27,2072.1,0.537,0.463,10.26,-4.46
14.089,-0.841,14.496,4.537,25.0,0.08,1632.39,2175.62,0.592,0.408,10.5,-4.46
14.176,-2.333,14.063,4.537,25.0,0.08,1565.86,2205.98,0.608,0.392,10.94,-4.46
14.263,-2.079,13.92,5.111,25.0,0.09,1646.11,2169.3,0.588,0.412,11.08,-5.02
14.35,-2.522,14.219,5.327,25.0,0.09,1781.83,2105.82,0.554,0.446,10.78,-5.23
14.438,-2.385,14.092,5.409,25.0,0.09,1655.57,2164.94,0.586,0.414,10.91,-5.31
14.525,-1.8,13.207,5.436,25.0,0.09,1413.44,2274.01,0.647,0.353,11.79,-5.34
14.613,-1.148,12.784,5.447,25.0,0.1,1534.54,2220.13,0.616,0.384,12.22,-5.35
14.703,-0.911,12.268,5.448,25.0,0.1,1498.27,2236.4,0.625,0.375,12.73,-5.35
14.791,-1.112,12.679,5.445,25.0,0.1,1770.38,2111.25,0.557,0.443,12.32,-5.35
14.88,-1.552,13.013,5.444,25.0,0.1,1756.45,2117.83,0.561,0.439,11.99,-5.35
14.968,-1.661,12.865,5.443,25.0,0.09,1615.85,2183.2,0.596,0.404,12.14,-5.35
15.056,-2.733,13.153,5.44,25.0,0.09,1748.16,2121.74,0.563,0.437,11.85,-5.34
15.144,-2.92,12.772,5.438,25.0,0.09,1547.21,2214.41,0.613,0.387,12.23,-5.34
15.233,-2.233,13.243,5.437,25.0,0.09,1802.28,2096.08,0.549,0.451,11.76,-5.34
15.321,-3.156,14.578,6.011,25.0,0.1,2041.83,1914.55,0.479,0.521,10.42,-5.91
15.41,-2.022,14.603,6.226,25.0,0.11,1713.1,2138.2,0.572,0.428,10.4,-6.12
15.5,-1.743,14.341,6.306,25.0,0.11,1625.52,2178.77,0.594,0.406,10.66,-6.2
15.59,-2.137,14.628,6.335,25.0,0.11,1786.56,2103.57,0.553,0.447,10.37,-6.22
15.681,-1.727,15.3,6.343,25.0,0.11,1911.94,2043.1,0.522,0.478,9.7,-6.23
15.77,-1.642,15.211,6.342,25.0,0.11,1697.97,2145.26,0.575,0.425,9.79,-6.23
15.862,-2.701,14.767,6.34,25.0,0.11,1588.3,2195.78,0.603,0.397,10.23,-6.23
15.952,-3.312,15.307,6.339,25.0,0.11,1875.42,2060.9,0.531,0.469,9.69,-6.23
16.043,-2.611,15.329,6.336,25.0,0.11,1731.85,2129.42,0.567,0.433,9.67,-6.23
16.134,-3.085,14.675,6.331,25.0,0.11,1527.45,2223.32,0.618,0.382,10.33,-6.22
16.225,-2.118,15.02,6.329,25.0,0.11,1813.1,2090.92,0.547,0.453,9.98,-6.22
16.316,-1.79,14.926,6.327,25.0,0.11,1688.88,2149.49,0.578,0.422,10.07,-6.22
16.407,-1.539,15.064,6.325,25.0,0.11,1756.61,2117.76,0.561,0.439,9.94,-6.21
16.498,-1.938,14.197,6.323,25.0,0.11,1455.99,2255.23,0.636,0.364,10.8,-6.21
16.59,-2.468,14.346,6.321,25.0,0.11,1739.64,2125.75,0.565,0.435,10.65,-6.21
16.682,-1.245,14.923,6.319,25.0,0.11,1872.59,2062.27,0.532,0.468,10.08,-6.21
16.774,-1.504,13.958,6.318,25.0,0.11,1424.78,2269.02,0.644,0.356,11.04,-6.21
16.865,-2.393,13.395,6.316,25.0,0.11,1518.36,2227.4,0.62,0.38,11.6,-6.21
16.957,-2.844,14.386,6.89,25.0,0.12,1971.09,2013.95,0.507,0.493,10.61,-6.77
17.049,-2.176,13.793,7.108,25.0,0.12,1521.93,2225.8,0.619,0.381,11.21,-6.98
17.141,-2.785,13.367,7.188,25.0,0.13,1555.59,2210.63,0.611,0.389,11.63,-7.06
17.234,-2.242,13.659,7.216,25.0,0.13,1759.24,2116.52,0.56,0.44,11.34,-7.09
17.327,-2.259,14.021,7.224,25.0,0.13,1787.22,2103.26,0.553,0.447,10.98,-7.1
17.42,-1.367,13.659,7.223,25.0,0.13,1581.7,2198.79,0.605,0.395,11.34,-7.1
17.513,-1.482,13.315,7.224,25.0,0.13,1577.32,2200.78,0.606,0.394,11.69,-7.1
17.606,-2.336,12.75,7.22,25.0,0.13,1502.28,2234.61,0.624,0.376,12.25,-7.09
17.7,-1.35,13.556,7.217,25.0,0.13,1893.07,2052.32,0.527,0.473,11.44,-7.09
17.793,-2.056,12.571,7.215,25.0,0.13,1424.91,2286.11,0.653,0.347,12.43,-7.09
17.887,-2.324,13.1,7.213,25.0,0.13,1806.81,2093.92,0.548,0.452,11.9,-7.09
17.981,-1.472,13.616,7.21,25.0,0.13,1816.71,2089.19,0.546,0.454,11.38,-7.08
18.074,-2.275,14.213,7.207,25.0,0.13,1854.99,2070.79,0.536,0.464,10.79,-7.08
18.169,-1.728,14.799,7.204,25.0,0.13,1867.43,2064.77,0.533,0.467,10.2,-7.08
18.262,-2.203,14.531,7.204,25.0,0.13,1631.64,2175.96,0.592,0.408,10.47,-7.08
18.355,-2.513,15.168,7.202,25.0,0.13,1892.39,2052.65,0.527,0.473,9.83,-7.08
18.449,-2.514,15.325,7.201,25.0,0.13,1767.89,2112.42,0.558,0.442,9.68,-7.08
18.542,-2.738,16.126,7.2,25.0,0.13,1963.06,2017.93,0.509,0.491,8.87,-7.07
18.636,-2.488,15.374,7.198,25.0,0.13,1525.31,2224.28,0.619,0.381,9.63,-7.07
18.73,-1.841,15.287,7.198,25.0,0.13,1701.28,2143.72,0.575,0.425,9.71,-7.07
18.824,-2.326,14.887,7.197,25.0,0.13,1606.64,2187.42,0.598,0.402,10.11,-7.07
18.918,-1.996,14.957,7.197,25.0,0.13,1734.27,2128.28,0.566,0.434,10.04,-7.07
19.012,-2.331,14.01,7.196,25.0,0.13,1436.38,2263.9,0.641,0.359,10.99,-7.07
19.106,-2.888,14.111,7.195,25.0,0.13,1719.15,2135.37,0.57,0.43,10.89,-7.07
19.201,-1.751,13.9,7.772,25.0,0.14,1630.22,2176.61,0.592,0.408,11.1,-7.64
19.296,-0.862,13.913,7.988,25.0,0.14,1690.41,2148.78,0.577,0.423,11.09,-7.85
19.39,-0.806,13.9,8.068,25.0,0.14,1683.04,2152.21,0.579,0.421,11.1,-7.93
19.485,-1.542,13.998,8.096,25.0,0.14,1715.15,2137.24,0.571,0.429,11.0,-7.95
19.579,-2.776,13.631,8.105,25.0,0.14,1581.86,2198.71,0.604,0.396,11.37,-7.96
19.674,-2.288,14.17,8.106,25.0,0.14,1836.36,2079.76,0.541,0.459,10.83,-7.96
19.769,-1.589,13.712,8.104,25.0,0.14,1559.93,2208.66,0.61,0.39,11.29,-7.96
19.864,-1.868,13.356,8.102,25.0,0.14,1577.64,2200.63,0.606,0.394,11.64,-7.96
19.959,-2.738,13.684,8.1,25.0,0.14,1767.02,2112.83,0.558,0.442,11.32,-7.96
